Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxgCAAR,001f400000LvhPSAAZ,2017-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,3680,003f400000KvxgCAAR,001f400000LvhPSAAZ,2017-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n71ZAAQ,,,905
Perfect Match,003f400000KvxgCAAR,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3679,003f400000KvxgCAAR,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCGrAAP,,,2899
Perfect Match,003f400000KvxVSAAZ,001f400000LvhzcAAB,2019-08-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1547,003f400000KvxVSAAZ,001f400000LvhzcAAB,2019-08-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGitAAF,,,3757
Perfect Match,003f400000KvxVSAAZ,001f400000LvhyrAAB,2017-01-09,2017-10-03,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,1546,003f400000KvxVSAAZ,001f400000LvhyrAAB,2017-01-09,2017-10-03,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6jXAAQ,,,187
Perfect Match,003f400000TlTQdAAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,752,003f400000TlTQdAAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli62AAB,,,2435
Perfect Match,003f400000KvxKLAAZ,001f400000LvhQPAAZ,2016-09-06,2017-04-22,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,3000,003f400000KvxKLAAZ,001f400000LvhQPAAZ,2016-09-06,2017-04-22,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,a02f4000006n72jAAA,,,955
Attending but DB had T/W,003f400000KvxKLAAZ,001f400000LvhQPAAZ,2013-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,2999,003f400000KvxKLAAZ,001f400000LvhQPAAZ,2013-09-03,2016-04-30,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n72iAAA,,,954
Perfect Match,003f400000KvxPLAAZ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2303,003f400000KvxPLAAZ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7BzAAI,,,1337
Perfect Match,003f400000KvxSHAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,1921,003f400000KvxSHAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7GNAAY,,,1525
Attending but DB had T/W,003f400000KvxSHAAZ,001f400000Lvi06AAB,2016-06-20,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1922,003f400000KvxSHAAZ,001f400000Lvi06AAB,2016-06-20,2016-07-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7GMAAY,,,1524
Perfect Match,003f400000KvxIkAAJ,001f400000Lvi07AAB,2015-06-15,2015-08-05,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,3332,003f400000KvxIkAAJ,001f400000Lvi07AAB,2015-06-15,2015-08-05,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xXAAQ,,,739
Perfect Match,003f400000KvxIkAAJ,001f400000LvhPSAAZ,2016-09-17,2019-06-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER ENGINEERING,3331,003f400000KvxIkAAJ,001f400000LvhPSAAZ,2016-09-17,2019-06-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER ENGINEERING,a02f4000006n6xVAAQ,,,737
Attending but DB had T/W,003f400000KvxIkAAJ,001f400000LvhyZAAR,2013-08-19,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3330,003f400000KvxIkAAJ,001f400000LvhyZAAR,2013-08-19,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6xWAAQ,,,738
Perfect Match,003f400000TlTRDAA3,001f400000LvhQBAAZ,2019-01-07,,2016-04-13,Attending,Bachelor's,NSC,,,682,003f400000TlTRDAA3,001f400000LvhQBAAZ,2019-01-07,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000G1i6sAAB,,,2855
Perfect Match,003f400000TlTMLAA3,001f400000Lvi0MAAR,2019-06-10,2019-06-11,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,938,003f400000TlTMLAA3,001f400000Lvi0MAAR,2019-06-10,2019-06-11,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHsAAP,,,2961
Perfect Match,003f400000TlTMLAA3,001f400000LvhrEAAR,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,937,003f400000TlTMLAA3,001f400000LvhrEAAR,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhwyAAB,,,1897
Unreported left college (was Attending),003f400000KvxdBAAR,001f400000Lvi06AAB,2019-01-28,2019-11-12,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3950,003f400000KvxdBAAR,001f400000Lvi06AAB,2019-01-28,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i5XAAR,,,2772
Perfect Match,003f400000KvxRgAAJ,001f400000LvhQSAAZ,2017-08-28,2019-05-24,2016-04-13,Graduated,Bachelor's,NSC,BS,BUSINESS ADMINISTRATION,2069,003f400000KvxRgAAJ,001f400000LvhQSAAZ,2017-08-28,2019-05-24,2016-04-13,Graduated,Bachelor's,NSC,BS,BUSINESS ADMINISTRATION,a02f4000006n76KAAQ,,,1094
Perfect Match,003f400000KvxRgAAJ,001f400000LvhyrAAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2068,003f400000KvxRgAAJ,001f400000LvhyrAAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhxqAAB,,,1949
Attending but DB had T/W,003f400000KvxRgAAJ,001f400000LvhyrAAB,2015-06-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2067,003f400000KvxRgAAJ,001f400000LvhyrAAB,2015-06-29,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n76LAAQ,,,1095
Perfect Match,003f400000KvxXtAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1323,003f400000KvxXtAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6rKAAQ,,,489
Perfect Match,003f400000KvxciAAB,001f400000LvhQSAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,4010,003f400000KvxciAAB,001f400000LvhQSAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n71aAAA,,,906
Attending but DB had T/W,003f400000KvxciAAB,001f400000LvhyZAAR,2018-06-11,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,4011,003f400000KvxciAAB,001f400000LvhyZAAR,2018-06-11,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli9EAAR,,,2628
Perfect Match,003f400000KvxSVAAZ,001f400000Lvhz1AAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1868,003f400000KvxSVAAZ,001f400000Lvhz1AAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7GxAAI,,,1550
Perfect Match,003f400000KvxesAAB,001f400000LvhSsAAJ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,3812,003f400000KvxesAAB,001f400000LvhSsAAJ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6ydAAA,,,785
(NSC only) New attending enrollment,003f400000KvxesAAB,001f400000LvhOvAAJ,2020-02-03,,2016-04-13,Attending,Bachelor's,NSC,,,3813
Perfect Match,003f400000KvxeWAAR,001f400000LvhQXAAZ,2017-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,3800,003f400000KvxeWAAR,001f400000LvhQXAAZ,2017-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6mGAAQ,,,301
Perfect Match,003f40000169i0FAAQ,001f400000LvhyhAAB,2019-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,108,003f40000169i0FAAQ,001f400000LvhyhAAB,2019-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGbIAAV,,,3286
Perfect Match,003f40000169hxQAAQ,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,233,003f40000169hxQAAQ,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGfXAAV,,,3549
Perfect Match,003f400000TlTPNAA3,001f400000LvhPNAAZ,2018-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,806,003f400000TlTPNAA3,001f400000LvhPNAAZ,2018-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Blhz3AAB,,,2019
Perfect Match,003f400000TlTPNAA3,001f400000Lvi06AAB,2019-06-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,805,003f400000TlTPNAA3,001f400000Lvi06AAB,2019-06-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCILAA5,,,2990
Perfect Match,003f400000KvxdwAAB,001f400000LvhyXAAR,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3896,003f400000KvxdwAAB,001f400000LvhyXAAR,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGdQAAV,,,3418
Perfect Match,003f400000KvxdwAAB,001f400000LvhyXAAR,2018-08-27,2019-03-24,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3895,003f400000KvxdwAAB,001f400000LvhyXAAR,2018-08-27,2019-03-24,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5sAAB,,,2425
Attending but DB had T/W,003f400000KvxdwAAB,001f400000LvhyrAAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3894,003f400000KvxdwAAB,001f400000LvhyrAAB,2018-01-08,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli5tAAB,,,2426
Perfect Match,003f400000KvxN1AAJ,001f400000LvhPGAAZ,2014-06-23,2015-06-14,2016-04-13,Withdrew,Bachelor's,NSC,,,2605,003f400000KvxN1AAJ,001f400000LvhPGAAZ,2014-06-23,2015-06-14,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f4000006n6ixAAA,,,158
Perfect Match,003f400000KvxcmAAB,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,4006,003f400000KvxcmAAB,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6jCAAQ,,,169
Perfect Match,003f400000TlTKlAAN,001f400000LvhyxAAB,2019-06-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1089,003f400000TlTKlAAN,001f400000LvhyxAAB,2019-06-17,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHQAA5,,,2934
Perfect Match,003f400000TlTKlAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,1088,003f400000TlTKlAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli8bAAB,,,2591
(NSC only) New attending enrollment,003f40000169hvcAAA,001f400000LvhpNAAR,2020-01-06,,2016-04-13,Attending,Bachelor's,NSC,,,368
Perfect Match,003f400000KvxSYAAZ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1853,003f400000KvxSYAAZ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCIAAA5,,,2979
Attending but DB had T/W,003f400000KvxSYAAZ,001f400000LvhzxAAB,2016-08-20,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1854,003f400000KvxSYAAZ,001f400000LvhzxAAB,2016-08-20,2016-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6r4AAA,,,480
Attending but DB had T/W,003f400000KvxSYAAZ,001f400000LvhPMAAZ,2016-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,1852,003f400000KvxSYAAZ,001f400000LvhPMAAZ,2016-09-21,2019-02-06,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6r3AAA,,,479
Perfect Match,003f400000KvxPlAAJ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2304,003f400000KvxPlAAJ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6kJAAQ,,,228
Perfect Match,003f400000KvxfMAAR,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,3740,003f400000KvxfMAAR,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGg3AAF,,,3581
Perfect Match,003f400000KvxSwAAJ,001f400000LvhPGAAZ,2016-06-20,,2016-04-13,Attending,Bachelor's,NSC,,,1867,003f400000KvxSwAAJ,001f400000LvhPGAAZ,2016-06-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7JrAAI,,,1664
Perfect Match,003f400000TlTPqAAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,795,003f400000TlTPqAAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli4ZAAR,,,2347
(NSC only) New withdrew enrollment,003f400000TlTPqAAN,001f400000LvhyxAAB,2019-09-03,2019-10-14,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,796
Perfect Match,003f400000KvxYcAAJ,001f400000LvhyrAAB,2019-01-07,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1267,003f400000KvxYcAAJ,001f400000LvhyrAAB,2019-01-07,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i70AAB,,,2863
Perfect Match,003f400000KvxYcAAJ,001f400000Lvhz1AAB,2019-01-07,2019-02-04,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,1266,003f400000KvxYcAAJ,001f400000Lvhz1AAB,2019-01-07,2019-02-04,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000G1i71AAB,,,2864
Perfect Match,003f400000KvxYcAAJ,001f400000LvlNKAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1264,003f400000KvxYcAAJ,001f400000LvlNKAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6hbAAA,,,98
Attending but DB had T/W,003f400000KvxYcAAJ,001f400000Lvhz1AAB,2018-04-09,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1265,003f400000KvxYcAAJ,001f400000Lvhz1AAB,2018-04-09,2018-06-29,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli3OAAR,,,2275
Attending but DB had T/W,003f400000KvxOOAAZ,001f400000LvhPPAAZ,2015-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,2407,003f400000KvxOOAAZ,001f400000LvhPPAAZ,2015-09-24,2016-06-10,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n76kAAA,,,1116
Perfect Match,003f400000KvxHlAAJ,001f400000LvhP6AAJ,2012-09-10,2016-06-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,CIVIL ENGINEERING,3476,003f400000KvxHlAAJ,001f400000LvhP6AAJ,2012-09-10,2016-06-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,CIVIL ENGINEERING,a02f4000006n7QQAAY,,,1879
Perfect Match,003f400000KvxTVAAZ,001f400000LvhPLAAZ,2016-08-17,,2016-04-13,Attending,Bachelor's,NSC,,,1763,003f400000KvxTVAAZ,001f400000LvhPLAAZ,2016-08-17,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6m8AAA,,,295
Perfect Match,003f400000KvxTZAAZ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1748,003f400000KvxTZAAZ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHmAAP,,,2955
Perfect Match,003f400000KvxTZAAZ,001f400000LvhQBAAZ,2016-08-29,,2016-04-13,Attending,Bachelor's,NSC,,,1747,003f400000KvxTZAAZ,001f400000LvhQBAAZ,2016-08-29,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n72JAAQ,,,935
Perfect Match,003f400000KvxTZAAZ,001f400000Lvhz1AAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1746,003f400000KvxTZAAZ,001f400000Lvhz1AAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6CAAR,,,2445
Attending but DB had T/W,003f400000KvxR2AAJ,001f400000LvhyrAAB,2016-04-04,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2107,003f400000KvxR2AAJ,001f400000LvhyrAAB,2016-04-04,2016-06-24,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6g7AAA,,,52
Perfect Match,003f400000KvxXuAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1322,003f400000KvxXuAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7PVAAY,,,1862
Unexpected graduation (had different status),003f40000169ht6AAA,001f400000LvhzZAAR,2019-08-12,2019-12-13,2016-04-13,Graduated,Certificate,NSC,CERTIFICATE (6 - <18 UNITS NA),ENTRY LEVEL WELDING,410,003f40000169ht6AAA,001f400000LvhzZAAR,2019-08-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGauAAF,,,3262
Perfect Match,003f400000KvxPmAAJ,001f400000LvhQeAAJ,2015-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,2302,003f400000KvxPmAAJ,001f400000LvhQeAAJ,2015-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6zmAAA,,,827
Perfect Match,003f400000TlTL5AAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,1048,003f400000TlTL5AAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhziAAB,,,2053
(NSC only) New attending enrollment,003f400000TlTL5AAN,001f400000LvhQWAAZ,2020-01-27,,2016-04-13,Attending,Bachelor's,NSC,,,1049
Perfect Match,003f400000KvxgMAAR,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,3631,003f400000KvxgMAAR,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6inAAA,,,150
Perfect Match,003f400000KvxL9AAJ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,2897,003f400000KvxL9AAJ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n70wAAA,,,880
Attending but DB had T/W,003f400000KvxL9AAJ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2898,003f400000KvxL9AAJ,001f400000LvhyZAAR,2015-08-17,2016-12-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n70xAAA,,,881
Perfect Match,003f400000KvxWAAAZ,001f400000LvhPOAAZ,2016-09-22,2019-04-29,2016-04-13,Transferred out,Bachelor's,NSC,,,1500,003f400000KvxWAAAZ,001f400000LvhPOAAZ,2016-09-22,2019-04-29,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6tfAAA,,,581
Perfect Match,003f400000KvxWAAAZ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1499,003f400000KvxWAAAZ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGcPAAV,,,3355
Perfect Match,003f400000KvxWAAAZ,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1498,003f400000KvxWAAAZ,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCIiAAP,,,3011
(NSC only) New attending enrollment,003f400000KvxWAAAZ,001f400000LvhPOAAZ,2020-01-06,,2016-04-13,Attending,Bachelor's,NSC,,,1501
Perfect Match,003f400000KvxYfAAJ,001f400000Lvi0MAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1256,003f400000KvxYfAAJ,001f400000Lvi0MAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGb2AAF,,,3270
Perfect Match,003f400000KvxYfAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1255,003f400000KvxYfAAJ,001f400000LvhQWAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7PoAAI,,,1869
Perfect Match,003f400000TlTK5AAN,001f400000LvhP9AAJ,2018-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,1125,003f400000TlTK5AAN,001f400000LvhP9AAJ,2018-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli71AAB,,,2494
Perfect Match,003f40000169hzYAAQ,001f400000LvhQhAAJ,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,132,003f40000169hzYAAQ,001f400000LvhQhAAJ,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGaUAAV,,,3236
Perfect Match,003f40000169hynAAA,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,212,003f40000169hynAAA,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGbdAAF,,,3307
Perfect Match,003f400000TlTMuAAN,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,915,003f400000TlTMuAAN,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli2qAAB,,,2241
Perfect Match,003f400000TlTQBAA3,001f400000LvhQXAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,756,003f400000TlTQBAA3,001f400000LvhQXAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli2nAAB,,,2238
(NSC only) New attending enrollment,003f40000169hxaAAA,001f400000LvhyxAAB,2019-09-03,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,253
Perfect Match,003f400000KvxXdAAJ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1375,003f400000KvxXdAAJ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHoAAP,,,2957
Perfect Match,003f400000KvxXdAAJ,001f400000Lvi07AAB,2018-06-11,2018-06-12,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,1374,003f400000KvxXdAAJ,001f400000Lvi07AAB,2018-06-11,2018-06-12,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli98AAB,,,2622
Perfect Match,003f400000KvxXdAAJ,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1373,003f400000KvxXdAAJ,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n70kAAA,,,868
Perfect Match,003f400000TlTMwAAN,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,907,003f400000TlTMwAAN,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGYQAA3,,,3108
Perfect Match,003f400000TlTMwAAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,906,003f400000TlTMwAAN,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli7hAAB,,,2536
Perfect Match,003f400000KvxOBAAZ,001f400000LvhnwAAB,2017-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,2461,003f400000KvxOBAAZ,001f400000LvhnwAAB,2017-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6vuAAA,,,659
Attending but DB had T/W,003f400000KvxOBAAZ,001f400000LvhyZAAR,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2460,003f400000KvxOBAAZ,001f400000LvhyZAAR,2015-08-17,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6vvAAA,,,660
(NSC only) New attending enrollment,003f400000KvxOBAAZ,001f400000LvhnwAAB,2020-01-06,,2016-04-13,Attending,Bachelor's,NSC,,,2462
Perfect Match,003f400000KvxNeAAJ,001f400000LvhieAAB,2015-08-31,2019-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC AND MEDIA STUDIES,2574,003f400000KvxNeAAJ,001f400000LvhieAAB,2015-08-31,2019-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC AND MEDIA STUDIES,a02f4000006n6kRAAQ,,,233
Perfect Match,003f400000KvxNeAAJ,001f400000LvhOKAAZ,2018-05-16,,2016-04-13,Attending,Bachelor's,NSC,,,2573,003f400000KvxNeAAJ,001f400000LvhOKAAZ,2018-05-16,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli0vAAB,,,2124
(NSC only) New attending enrollment,003f400000KvxXsAAJ,001f400000Lvi07AAB,2020-01-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1325
