Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
(NSC only) New attending enrollment,003f40000169hqfAAA,001f400000LvhyxAAB,2019-09-03,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,547
(NSC only) New attending enrollment,003f400000KvxTcAAJ,001f400000LvhyrAAB,2020-01-06,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1826
Perfect Match,003f400000KvxIOAAZ,001f400000Lvi07AAB,2015-06-18,2015-08-06,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,3309,003f400000KvxIOAAZ,001f400000Lvi07AAB,2015-06-18,2015-08-06,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6pRAAQ,,,423
Perfect Match,003f400000KvxIOAAZ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANIMATION AND DIGITAL ARTS,3308,003f400000KvxIOAAZ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANIMATION AND DIGITAL ARTS,a02f4000006n6pQAAQ,,,422
Perfect Match,003f40000169i05AAA,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,123,003f40000169i05AAA,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGj5AAF,,,3769
Perfect Match,003f40000169hxVAAQ,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,228,003f40000169hxVAAQ,001f400000LvhyrAAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGimAAF,,,3750
Perfect Match,003f400000KvxRaAAJ,001f400000LvhPQAAZ,2015-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,2090,003f400000KvxRaAAJ,001f400000LvhPQAAZ,2015-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n78TAAQ,,,1187
Perfect Match,003f400000KvxXyAAJ,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,1308,003f400000KvxXyAAJ,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6vAAAQ,,,640
Perfect Match,003f400000KvxTrAAJ,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1776,003f400000KvxTrAAJ,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGdgAAF,,,3434
Attending but DB had T/W,003f400000KvxTrAAJ,001f400000Lvi07AAB,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1775,003f400000KvxTrAAJ,001f400000Lvi07AAB,2018-01-16,2018-05-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli2YAAR,,,2224
Attending but DB had T/W,003f400000KvxTrAAJ,001f400000LvhPKAAZ,2016-05-31,,2016-04-13,Attending,Bachelor's,NSC,,,1774,003f400000KvxTrAAJ,001f400000LvhPKAAZ,2016-05-31,2016-12-16,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n7AhAAI,,,1285
Perfect Match,003f400000KvxUbAAJ,001f400000LvhieAAB,2016-08-29,,2016-04-13,Attending,Bachelor's,NSC,,,1722,003f400000KvxUbAAJ,001f400000LvhieAAB,2016-08-29,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7PIAAY,,,1855
Perfect Match w Start +/- 60 days off,003f40000169huxAAA,001f400000LvhPPAAZ,2019-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,386,003f40000169huxAAA,001f400000LvhPPAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGgvAAF,,,3635
Perfect Match,003f400000TlTRfAAN,001f400000LvhYOAAZ,2018-09-04,,2016-04-13,Attending,Bachelor's,NSC,,,676,003f400000TlTRfAAN,001f400000LvhYOAAZ,2018-09-04,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli99AAB,,,2623
Perfect Match,003f400000TlTOuAAN,001f400000LvhQHAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,872,003f400000TlTOuAAN,001f400000LvhQHAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Blhz0AAB,,,2016
Perfect Match,003f400000KvxPBAAZ,001f400000LvhXZAAZ,2019-05-18,2019-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR SCIENCE MANAGEMENT,FINANCE,2343,003f400000KvxPBAAZ,001f400000LvhXZAAZ,2019-05-18,2019-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR SCIENCE MANAGEMENT,FINANCE,a02f400000KbGeiAAF,,,3498
Perfect Match,003f400000TlTM3AAN,001f400000LvhPgAAJ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,974,003f400000TlTM3AAN,001f400000LvhPgAAJ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli0nAAB,,,2116
Perfect Match,003f400000KvxYtAAJ,001f400000LvhQ2AAJ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,1209,003f400000KvxYtAAJ,001f400000LvhQ2AAJ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n70lAAA,,,869
Perfect Match,003f400000KvxIsAAJ,001f400000LvhSAAAZ,2013-08-19,2015-01-16,2016-04-13,Withdrew,Bachelor's,NSC,,,3292,003f400000KvxIsAAJ,001f400000LvhSAAAZ,2013-08-19,2015-01-16,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f4000006n6gJAAQ,,,58
Perfect Match,003f40000169i1MAAQ,001f400000LvhcZAAR,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,47,003f40000169i1MAAQ,001f400000LvhcZAAR,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGguAAF,,,3634
Perfect Match,003f40000169hqrAAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,527,003f40000169hqrAAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGgdAAF,,,3617
Perfect Match,003f400000TlTMiAAN,001f400000Lvhm1AAB,2018-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,943,003f400000TlTMiAAN,001f400000Lvhm1AAB,2018-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhxGAAR,,,1914
Perfect Match,003f40000169i2IAAQ,001f400000LvhpTAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,35,003f40000169i2IAAQ,001f400000LvhpTAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGajAAF,,,3251
Perfect Match,003f400000KvxNDAAZ,001f400000LvhPLAAZ,2014-08-15,2018-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC BA,2575,003f400000KvxNDAAZ,001f400000LvhPLAAZ,2014-08-15,2018-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC BA,a02f4000006n78NAAQ,,,1185
Perfect Match,003f400000TlTSwAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,618,003f400000TlTSwAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli12AAB,,,2131
Perfect Match,003f400000TlTSwAAN,001f400000LvhQWAAZ,2019-06-10,,2016-04-13,Attending,Bachelor's,NSC,,,617,003f400000TlTSwAAN,001f400000LvhQWAAZ,2019-06-10,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KZCIoAAP,,,3017
Perfect Match,003f40000169hrUAAQ,001f400000LvhPLAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,472,003f40000169hrUAAQ,001f400000LvhPLAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGfCAAV,,,3528
Perfect Match,003f40000169hrSAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,476,003f40000169hrSAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGcyAAF,,,3390
Perfect Match,003f400000TlTR3AAN,001f400000LvhQBAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,698,003f400000TlTR3AAN,001f400000LvhQBAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli7IAAR,,,2511
Perfect Match,003f400000KvxgKAAR,001f400000LvhQPAAZ,2017-09-05,,2016-04-13,Attending,Bachelor's,NSC,,,3646,003f400000KvxgKAAR,001f400000LvhQPAAZ,2017-09-05,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7IDAAY,,,1604
Perfect Match,003f400000TlTM1AAN,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,978,003f400000TlTM1AAN,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGYwAAN,,,3140
Perfect Match,003f400000TlTM1AAN,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,976,003f400000TlTM1AAN,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Blhz6AAB,,,2022
(NSC only) New attending enrollment,003f400000TlTM1AAN,001f400000LvhyZAAR,2020-01-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,977
Perfect Match,003f400000KvxR6AAJ,001f400000Lvi06AAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2097,003f400000KvxR6AAJ,001f400000Lvi06AAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli7XAAR,,,2526
Perfect Match,003f400000TlTLOAA3,001f400000LvhPOAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,1007,003f400000TlTLOAA3,001f400000LvhPOAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli2wAAB,,,2247
Perfect Match,003f400000KvxHUAAZ,001f400000LvhOLAAZ,2012-08-20,2019-05-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE IN SYSTEMS ENGINEERING,SYSTEMS ENGINEERING,3431,003f400000KvxHUAAZ,001f400000LvhOLAAZ,2012-08-20,2019-05-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE IN SYSTEMS ENGINEERING,SYSTEMS ENGINEERING,a02f4000006n7MQAAY,,,1734
Perfect Match,003f40000169i0TAAQ,001f400000LvhPFAAZ,2019-08-24,,2016-04-13,Attending,Bachelor's,NSC,,,84,003f40000169i0TAAQ,001f400000LvhPFAAZ,2019-08-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGgfAAF,,,3619
Perfect Match,003f40000169hsrAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,434,003f40000169hsrAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGipAAF,,,3753
Attending but DB had T/W,003f400000KvxSgAAJ,001f400000Lvi07AAB,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1927,003f400000KvxSgAAJ,001f400000Lvi07AAB,2018-01-16,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli2AAAR,,,2200
Attending but DB had T/W,003f400000KvxSgAAJ,001f400000LvhyZAAR,2017-01-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1926,003f400000KvxSgAAJ,001f400000LvhyZAAR,2017-01-17,2017-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6ptAAA,,,438
Perfect Match,003f400000KvxK9AAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3079,003f400000KvxK9AAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhywAAB,,,2012
Perfect Match,003f400000KvxK9AAJ,001f400000LvhQWAAZ,2013-08-26,2014-05-23,2016-04-13,Withdrew,Bachelor's,NSC,,,3076,003f400000KvxK9AAJ,001f400000LvhQWAAZ,2013-08-26,2014-05-23,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f4000006n7E7AAI,,,1434
Attending but DB had T/W,003f400000KvxK9AAJ,001f400000LvhyZAAR,2017-01-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3078,003f400000KvxK9AAJ,001f400000LvhyZAAR,2017-01-17,2017-05-18,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7E6AAI,,,1433
Attending but DB had T/W,003f400000KvxK9AAJ,001f400000LvhyZAAR,2016-06-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3077,003f400000KvxK9AAJ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7E5AAI,,,1432
Perfect Match,003f400000KvxGjAAJ,001f400000LvhPRAAZ,2012-09-27,2016-06-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,3652,003f400000KvxGjAAJ,001f400000LvhPRAAZ,2012-09-27,2016-06-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,a02f4000006n6poAAA,,,436
Perfect Match,003f400000KvxfVAAR,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,3711,003f400000KvxfVAAR,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n72lAAA,,,957
Perfect Match,003f400000TlTR5AAN,001f400000LvhPMAAZ,2018-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,696,003f400000TlTR5AAN,001f400000LvhPMAAZ,2018-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhxPAAR,,,1923
Perfect Match,003f400000KvxNXAAZ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2495,003f400000KvxNXAAZ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCIkAAP,,,3013
Attending but DB had T/W,003f400000KvxNXAAZ,001f400000Lvi07AAB,2017-08-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2497,003f400000KvxNXAAZ,001f400000Lvi07AAB,2017-08-16,2017-12-13,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n71dAAA,,,909
Attending but DB had T/W,003f400000KvxNXAAZ,001f400000Lvhz1AAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2496,003f400000KvxNXAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n71cAAA,,,908
Attending but DB had T/W,003f400000KvxNXAAZ,001f400000LvhyZAAR,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2494,003f400000KvxNXAAZ,001f400000LvhyZAAR,2018-01-16,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli2CAAR,,,2202
Perfect Match,003f400000KvxGsAAJ,001f400000LvhQWAAZ,2012-08-27,2012-12-22,2016-04-13,Withdrew,Bachelor's,NSC,,,3615,003f400000KvxGsAAJ,001f400000LvhQWAAZ,2012-08-27,2012-12-22,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f4000006n6tdAAA,,,579
Perfect Match,003f400000KvxKNAAZ,001f400000LvhORAAZ,2019-03-07,,2016-04-13,Attending,Bachelor's,NSC,,,2989,003f400000KvxKNAAZ,001f400000LvhORAAZ,2019-03-07,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000G1i5vAAB,,,2796
Perfect Match,003f400000KvxKNAAZ,001f400000LvhQHAAZ,2013-08-26,2017-08-25,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,2988,003f400000KvxKNAAZ,001f400000LvhQHAAZ,2013-08-26,2017-08-25,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,a02f4000006n77BAAQ,,,1136
Attending but DB had T/W,003f400000KvxKNAAZ,001f400000Lvhz1AAB,2017-04-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2990,003f400000KvxKNAAZ,001f400000Lvhz1AAB,2017-04-10,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n77AAAQ,,,1135
Perfect Match,003f400000KvxHVAAZ,001f400000LvhyrAAB,2014-04-07,2014-07-08,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3428,003f400000KvxHVAAZ,001f400000LvhyrAAB,2014-04-07,2014-07-08,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6k2AAA,,,215
Perfect Match,003f400000KvxHVAAZ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2016-04-13,Transferred out,Bachelor's,NSC,,,3426,003f400000KvxHVAAZ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6k1AAA,,,214
Attending but DB had T/W,003f400000KvxHVAAZ,001f400000LvhyrAAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3429,003f400000KvxHVAAZ,001f400000LvhyrAAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6k3AAA,,,216
Attending but DB had T/W,003f400000KvxHVAAZ,001f400000Lvi06AAB,2016-02-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3427,003f400000KvxHVAAZ,001f400000Lvi06AAB,2016-02-01,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6k0AAA,,,213
Perfect Match,003f400000TlTPHAA3,001f400000LvlNKAAZ,2019-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,823,003f400000TlTPHAA3,001f400000LvlNKAAZ,2019-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGaQAAV,,,3232
Attending but DB had T/W,003f400000KvxNtAAJ,001f400000Lvi07AAB,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2516,003f400000KvxNtAAJ,001f400000Lvi07AAB,2015-08-17,2015-12-11,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6wSAAQ,,,679
Perfect Match,003f400000TlTMIAA3,001f400000LvhytAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,944,003f400000TlTMIAA3,001f400000LvhytAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0eAAB,,,2107
T/W match chg end dates,003f400000KvxOHAAZ,001f400000Lvhz1AAB,2016-09-26,2020-01-10,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,2438,003f400000KvxOHAAZ,001f400000Lvhz1AAB,2016-09-26,2019-06-09,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6qLAAQ,,,453
Attending but DB had T/W,003f400000KvxOHAAZ,001f400000LvhQWAAZ,2015-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,2437,003f400000KvxOHAAZ,001f400000LvhQWAAZ,2015-08-21,2016-06-02,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n6qMAAQ,,,454
Perfect Match,003f400000KvxXiAAJ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1361,003f400000KvxXiAAJ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGdeAAF,,,3432
Perfect Match,003f400000KvxXiAAJ,001f400000LvhyZAAR,2017-08-16,2019-05-24,2016-04-13,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,ECONOMICS,1360,003f400000KvxXiAAJ,001f400000LvhyZAAR,2017-08-16,2019-05-24,2016-04-13,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE IN ARTS,ECONOMICS,a02f4000006n74HAAQ,,,1025
Perfect Match,003f400000KvxXiAAJ,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,1359,003f400000KvxXiAAJ,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdfAAF,,,3433
Perfect Match,003f400000KvxdlAAB,001f400000LvhyxAAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3926,003f400000KvxdlAAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n71HAAQ,,,897
Perfect Match,003f400000TlTK6AAN,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,1124,003f400000TlTK6AAN,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGYXAA3,,,3115
Perfect Match,003f400000TlTK6AAN,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,1123,003f400000TlTK6AAN,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhylAAB,,,2001
Perfect Match,003f400000KvxIjAAJ,001f400000LvhXJAAZ,2013-08-26,2015-08-07,2016-04-13,Withdrew,Bachelor's,NSC,,,3335,003f400000KvxIjAAJ,001f400000LvhXJAAZ,2013-08-26,2015-08-07,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f400000KbGiaAAF,,,3738
Perfect Match,003f40000169i12AAA,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,66,003f40000169i12AAA,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGgBAAV,,,3589
Perfect Match,003f400000KvxH4AAJ,001f400000LvhefAAB,2014-09-02,2014-12-19,2016-04-13,Transferred out,Bachelor's,NSC,,,3554,003f400000KvxH4AAJ,001f400000LvhefAAB,2014-09-02,2014-12-19,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6jtAAA,,,206
Perfect Match,003f400000KvxH4AAJ,001f400000LvhfVAAR,2015-06-29,2015-08-13,2016-04-13,Transferred out,Bachelor's,NSC,,,3553,003f400000KvxH4AAJ,001f400000LvhfVAAR,2015-06-29,2015-08-13,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6juAAA,,,207
Perfect Match,003f400000KvxH4AAJ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,3552,003f400000KvxH4AAJ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6jrAAA,,,204
Perfect Match,003f400000KvxH4AAJ,001f400000LvhdeAAB,2012-09-04,2016-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART HISTORY,3551,003f400000KvxH4AAJ,001f400000LvhdeAAB,2012-09-04,2016-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART HISTORY,a02f4000006n6jqAAA,,,203
Perfect Match,003f400000KvxH4AAJ,001f400000LvhkNAAR,2019-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,3550,003f400000KvxH4AAJ,001f400000LvhkNAAR,2019-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGc8AAF,,,3338
Attending but DB had T/W,003f400000KvxH4AAJ,001f400000Lvi07AAB,2017-01-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3555,003f400000KvxH4AAJ,001f400000Lvi07AAB,2017-01-17,2017-05-24,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6jsAAA,,,205
Perfect Match,003f400000KvxNaAAJ,001f400000LvhOyAAJ,2015-09-01,,2016-04-13,Attending,Bachelor's,NSC,,,2589,003f400000KvxNaAAJ,001f400000LvhOyAAJ,2015-09-01,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6lNAAQ,,,260
Perfect Match,003f400000TlTKeAAN,001f400000LvhQXAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,1108,003f400000TlTKeAAN,001f400000LvhQXAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli0GAAR,,,2084
Perfect Match,003f400000OdnFXAAZ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1138,003f400000OdnFXAAZ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHyAAP,,,2967
Perfect Match,003f400000OdnFXAAZ,001f400000LvlNKAAZ,2018-08-22,2019-05-31,2016-04-13,Transferred out,Bachelor's,NSC,,,1137,003f400000OdnFXAAZ,001f400000LvlNKAAZ,2018-08-22,2019-05-31,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f400000Bli41AAB,,,2313
Perfect Match,003f40000169hvfAAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,362,003f40000169hvfAAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGhWAAV,,,3672
Perfect Match,003f40000169hvPAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,340,003f40000169hvPAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGf1AAF,,,3517
Perfect Match,003f40000169hqkAAA,001f400000LvhpAAAR,2019-09-30,,2016-04-13,Attending,Bachelor's,NSC,,,539,003f40000169hqkAAA,001f400000LvhpAAAR,2019-09-30,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGbJAAV,,,3287
Perfect Match,003f40000169hriAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,496,003f40000169hriAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGbhAAF,,,3311
